	time	vol	rpm
151	154535.0	509.0	1860.0
152	155538.0	511.0	1860.0
153	156540.0	509.0	1860.0
154	157543.0	512.0	1830.0
155	158545.0	509.0	1860.0
156	159548.0	509.0	1860.0
157	160550.0	509.0	1830.0
158	161553.0	509.0	1860.0
159	162555.0	509.0	1830.0
160	163558.0	508.0	1860.0
161	164560.0	508.0	1860.0
162	165563.0	508.0	1830.0
163	166565.0	509.0	1860.0
164	167568.0	509.0	1830.0
165	168570.0	508.0	1860.0
166	169573.0	508.0	1860.0
167	170575.0	509.0	1860.0
168	171578.0	509.0	1860.0
169	172580.0	508.0	1860.0
170	173583.0	511.0	1830.0
171	174585.0	509.0	1860.0
172	175588.0	509.0	1860.0
173	176590.0	509.0	1860.0
174	177593.0	511.0	1860.0
175	178595.0	509.0	1860.0
176	179598.0	509.0	1860.0
177	180600.0	509.0	1860.0
178	181603.0	509.0	1860.0
179	182605.0	509.0	1860.0
180	183608.0	508.0	1860.0
181	184610.0	509.0	1860.0
182	185613.0	508.0	1860.0
183	186615.0	507.0	1860.0
184	187618.0	511.0	1860.0
185	188620.0	508.0	1860.0
186	189623.0	509.0	1860.0
187	190625.0	509.0	1860.0
188	191628.0	509.0	1860.0
189	192630.0	509.0	1860.0
190	193633.0	509.0	1860.0
191	194635.0	511.0	1860.0
192	195638.0	510.0	1860.0
193	196640.0	508.0	1890.0
194	197643.0	508.0	1860.0
195	198645.0	508.0	1860.0
196	199648.0	509.0	1860.0
197	200650.0	509.0	1860.0
198	201653.0	509.0	1860.0
199	202655.0	509.0	1860.0
200	203658.0	509.0	1860.0
201	204660.0	509.0	1860.0
202	205663.0	509.0	1860.0
203	206665.0	509.0	1860.0
204	207668.0	508.0	1860.0
205	208670.0	509.0	1860.0
206	209673.0	508.0	1890.0
207	210675.0	508.0	1860.0
208	211678.0	508.0	1860.0
209	212680.0	508.0	1860.0
210	213683.0	507.0	1860.0
211	214685.0	510.0	1860.0
212	215688.0	507.0	1860.0
213	216690.0	508.0	1860.0
214	217693.0	508.0	1860.0
215	218695.0	507.0	1860.0
216	219698.0	507.0	1860.0
217	220700.0	510.0	1860.0
218	221703.0	507.0	1860.0
219	222705.0	507.0	1860.0
220	223708.0	507.0	1890.0
221	224710.0	507.0	1860.0
222	225713.0	507.0	1860.0
223	226715.0	507.0	1860.0
224	227718.0	510.0	1830.0
225	228720.0	509.0	1860.0
226	229723.0	507.0	1860.0
227	230725.0	508.0	1860.0
228	231728.0	508.0	1860.0
229	232730.0	508.0	1860.0
230	233733.0	507.0	1860.0
231	234735.0	506.0	1860.0
232	235738.0	508.0	1860.0
233	236740.0	508.0	1860.0
234	237743.0	508.0	1860.0
235	238745.0	507.0	1860.0
236	239748.0	507.0	1830.0
237	240750.0	508.0	1860.0
238	241753.0	508.0	1860.0
239	242755.0	507.0	1860.0
240	243758.0	508.0	1860.0
241	244760.0	508.0	1860.0
242	245763.0	510.0	1830.0
243	246765.0	508.0	1860.0
244	247768.0	509.0	1860.0
245	248770.0	510.0	1860.0
246	249773.0	508.0	1860.0
247	250775.0	510.0	1830.0
248	251778.0	508.0	1860.0
249	252780.0	508.0	1860.0
250	253783.0	508.0	1860.0
251	254785.0	508.0	1830.0
252	255788.0	509.0	1860.0
253	256790.0	508.0	1860.0
254	257793.0	509.0	1860.0
255	258795.0	508.0	1830.0
256	259798.0	509.0	1860.0
257	260800.0	507.0	1860.0
258	261803.0	509.0	1860.0
259	262805.0	509.0	1830.0
260	263808.0	509.0	1860.0
261	264810.0	508.0	1860.0
262	265812.0	509.0	1830.0
263	266815.0	508.0	1860.0
264	267817.0	508.0	1860.0
265	268820.0	508.0	1830.0
266	269822.0	507.0	1860.0
267	270825.0	507.0	1860.0
268	271827.0	508.0	1830.0
269	272830.0	508.0	1860.0
270	273832.0	508.0	1830.0
271	274835.0	507.0	1860.0
272	275837.0	510.0	1830.0
273	276840.0	507.0	1860.0
274	277842.0	508.0	1830.0
275	278845.0	508.0	1860.0
276	279847.0	508.0	1860.0
277	280850.0	523.0	1830.0
278	281852.0	509.0	1860.0
279	282855.0	508.0	1860.0
280	283857.0	508.0	1830.0
281	284860.0	508.0	1860.0
282	285862.0	511.0	1830.0
283	286865.0	508.0	1860.0
284	287867.0	508.0	1860.0
285	288870.0	509.0	1830.0
286	289872.0	509.0	1860.0
287	290875.0	507.0	1830.0
288	291877.0	508.0	1860.0
289	292880.0	508.0	1860.0
290	293882.0	508.0	1860.0
291	294885.0	508.0	1860.0
292	295887.0	510.0	1860.0
293	296890.0	508.0	1860.0
294	297892.0	511.0	1830.0
295	298895.0	508.0	1860.0
296	299897.0	508.0	1860.0
297	300900.0	507.0	1860.0
298	301902.0	508.0	1830.0
299	302905.0	510.0	1860.0
300	303907.0	508.0	1860.0
