	time	vol	rpm
0	3017.0	547.0	1860.0
1	4020.0	549.0	1830.0
2	5025.0	548.0	1860.0
3	6028.0	548.0	1830.0
4	7033.0	545.0	1860.0
5	8036.0	540.0	1830.0
6	9041.0	537.0	1860.0
7	10044.0	536.0	1830.0
8	11049.0	534.0	1860.0
9	12055.0	530.0	1830.0
10	13058.0	529.0	1860.0
11	14060.0	528.0	1830.0
12	15063.0	525.0	1860.0
13	16068.0	525.0	1830.0
14	17071.0	522.0	1860.0
15	18076.0	522.0	1830.0
16	19079.0	524.0	1830.0
17	20084.0	523.0	1860.0
18	21087.0	523.0	1830.0
19	22092.0	519.0	1860.0
20	23095.0	517.0	1860.0
21	24100.0	518.0	1830.0
22	25103.0	517.0	1860.0
23	26105.0	517.0	1830.0
24	27108.0	515.0	1860.0
25	28113.0	515.0	1860.0
26	29116.0	515.0	1830.0
27	30121.0	514.0	1860.0
28	31124.0	516.0	1830.0
29	32130.0	514.0	1860.0
30	33132.0	513.0	1860.0
31	34135.0	516.0	1830.0
32	35137.0	516.0	1830.0
33	36140.0	511.0	1860.0
34	37145.0	513.0	1860.0
35	38148.0	513.0	1830.0
36	39153.0	515.0	1860.0
37	40156.0	512.0	1860.0
38	41161.0	512.0	1830.0
39	42164.0	513.0	1860.0
40	43169.0	511.0	1860.0
41	44172.0	511.0	1860.0
42	45174.0	511.0	1830.0
43	46177.0	511.0	1860.0
44	47182.0	511.0	1860.0
45	48185.0	511.0	1860.0
46	49190.0	511.0	1860.0
47	50193.0	513.0	1830.0
48	51198.0	511.0	1860.0
49	52204.0	511.0	1860.0
50	53207.0	510.0	1860.0
51	54212.0	509.0	1860.0
52	55215.0	509.0	1830.0
53	56217.0	513.0	1830.0
54	57220.0	513.0	1860.0
55	58225.0	510.0	1860.0
56	59228.0	513.0	1830.0
57	60233.0	511.0	1860.0
58	61236.0	512.0	1860.0
59	62241.0	509.0	1860.0
60	63244.0	510.0	1860.0
61	64249.0	509.0	1860.0
62	65252.0	510.0	1830.0
63	66257.0	510.0	1860.0
64	67260.0	510.0	1860.0
65	68265.0	510.0	1860.0
66	69271.0	509.0	1860.0
67	70274.0	509.0	1830.0
68	71279.0	510.0	1860.0
69	72282.0	509.0	1860.0
70	73287.0	509.0	1860.0
71	74290.0	508.0	1860.0
72	75292.0	510.0	1830.0
73	76295.0	511.0	1860.0
74	77300.0	509.0	1860.0
75	78303.0	509.0	1860.0
76	79308.0	508.0	1860.0
77	80311.0	509.0	1830.0
78	81316.0	509.0	1860.0
79	82319.0	511.0	1860.0
80	83324.0	511.0	1860.0
81	84327.0	509.0	1860.0
82	85332.0	509.0	1860.0
83	86338.0	508.0	1860.0
84	87341.0	509.0	1860.0
85	88346.0	509.0	1860.0
86	89349.0	509.0	1860.0
87	90354.0	509.0	1860.0
88	91357.0	508.0	1860.0
89	92362.0	508.0	1860.0
90	93365.0	508.0	1860.0
91	94370.0	508.0	1860.0
92	95373.0	508.0	1860.0
93	96378.0	509.0	1860.0
94	97381.0	507.0	1860.0
95	98383.0	511.0	1830.0
96	99386.0	509.0	1860.0
97	100391.0	507.0	1860.0
98	101394.0	511.0	1860.0
99	102400.0	509.0	1890.0
100	103405.0	509.0	1860.0
101	104408.0	509.0	1860.0
102	105410.0	508.0	1860.0
103	106413.0	508.0	1860.0
104	107415.0	509.0	1860.0
105	108418.0	509.0	1860.0
106	109420.0	508.0	1860.0
107	110423.0	509.0	1830.0
108	111425.0	508.0	1860.0
109	112428.0	508.0	1860.0
110	113430.0	508.0	1860.0
111	114433.0	511.0	1830.0
112	115435.0	509.0	1860.0
113	116438.0	510.0	1860.0
114	117440.0	508.0	1860.0
115	118443.0	508.0	1860.0
116	119445.0	507.0	1860.0
117	120448.0	508.0	1830.0
118	121450.0	508.0	1860.0
119	122452.0	508.0	1860.0
120	123455.0	508.0	1860.0
121	124457.0	500.0	1860.0
122	125460.0	507.0	1860.0
123	126462.0	507.0	1860.0
124	127465.0	508.0	1860.0
125	128467.0	508.0	1860.0
126	129470.0	508.0	1860.0
127	130472.0	507.0	1860.0
128	131475.0	508.0	1830.0
129	132477.0	510.0	1860.0
130	133480.0	510.0	1860.0
131	134482.0	510.0	1860.0
132	135485.0	511.0	1860.0
133	136487.0	510.0	1860.0
134	137490.0	510.0	1860.0
135	138492.0	507.0	1860.0
136	139495.0	506.0	1890.0
137	140497.0	507.0	1860.0
138	141500.0	507.0	1860.0
139	142502.0	508.0	1860.0
140	143505.0	508.0	1860.0
141	144507.0	507.0	1860.0
142	145510.0	507.0	1860.0
143	146512.0	508.0	1890.0
144	147515.0	507.0	1860.0
145	148520.0	508.0	1860.0
146	149523.0	508.0	1890.0
147	150525.0	510.0	1860.0
148	151528.0	508.0	1860.0
149	152530.0	507.0	1890.0
150	153533.0	508.0	1860.0
