	time	vol	rpm	duty
0	2519.0	622.0	0.0	0.0
1	3023.0	622.0	0.0	0.0
2	3528.0	622.0	0.0	0.0
3	4030.0	622.0	0.0	0.0
4	4535.0	622.0	0.0	0.0
5	5037.0	622.0	0.0	0.0
6	5541.0	623.0	0.0	0.0
7	6046.0	622.0	0.0	0.0
8	6548.0	622.0	0.0	0.0
9	7053.0	622.0	0.0	0.0
10	7555.0	623.0	0.0	0.0
11	8059.0	623.0	0.0	0.0
12	8564.0	623.0	0.0	0.0
13	9066.0	623.0	0.0	0.0
14	9571.0	622.0	0.0	0.0
15	10073.0	623.0	0.0	0.0
