	time	vol	rpm
112	115499.0	524.0	1350.0
113	116503.0	526.0	1380.0
114	117508.0	526.0	1350.0
115	118511.0	526.0	1380.0
116	119516.0	523.0	1380.0
117	120520.0	524.0	1350.0
118	121524.0	526.0	1380.0
119	122528.0	524.0	1350.0
120	123533.0	523.0	1380.0
121	124537.0	522.0	1350.0
122	125541.0	523.0	1380.0
123	126545.0	526.0	1380.0
124	127550.0	526.0	1350.0
125	128553.0	523.0	1380.0
126	129558.0	526.0	1350.0
127	130563.0	525.0	1380.0
128	131567.0	521.0	1380.0
129	132571.0	524.0	1350.0
130	133575.0	525.0	1380.0
131	134580.0	523.0	1350.0
132	135583.0	523.0	1380.0
133	136588.0	524.0	1380.0
134	137592.0	529.0	1350.0
135	138597.0	525.0	1380.0
136	139600.0	524.0	1380.0
137	140605.0	523.0	1350.0
138	141609.0	524.0	1380.0
139	142614.0	524.0	1350.0
140	143618.0	522.0	1380.0
141	144622.0	522.0	1380.0
142	145627.0	524.0	1350.0
143	146630.0	523.0	1380.0
144	147635.0	522.0	1350.0
145	148639.0	522.0	1380.0
146	149644.0	524.0	1350.0
147	150647.0	524.0	1380.0
148	151652.0	522.0	1380.0
149	152656.0	521.0	1350.0
150	153660.0	524.0	1380.0
151	154664.0	523.0	1350.0
152	155669.0	522.0	1380.0
153	156674.0	524.0	1350.0
154	157677.0	524.0	1380.0
155	158679.0	521.0	1350.0
156	159683.0	524.0	1380.0
157	160687.0	522.0	1380.0
158	161691.0	521.0	1350.0
159	162696.0	522.0	1380.0
160	163700.0	522.0	1350.0
161	164704.0	522.0	1380.0
162	165708.0	522.0	1350.0
163	166713.0	527.0	1380.0
164	167717.0	524.0	1350.0
165	168721.0	524.0	1350.0
166	169725.0	517.0	1380.0
167	170730.0	524.0	1350.0
168	171735.0	525.0	1380.0
169	172738.0	522.0	1350.0
170	173743.0	522.0	1380.0
171	174747.0	524.0	1350.0
172	175751.0	522.0	1380.0
173	176755.0	522.0	1350.0
174	177760.0	521.0	1380.0
175	178764.0	526.0	1350.0
176	179768.0	522.0	1380.0
177	180772.0	524.0	1350.0
178	181777.0	524.0	1380.0
179	182781.0	523.0	1380.0
180	183785.0	523.0	1350.0
181	184790.0	523.0	1380.0
182	185794.0	521.0	1350.0
183	186799.0	525.0	1380.0
184	187802.0	523.0	1350.0
185	188807.0	523.0	1380.0
186	189811.0	522.0	1350.0
187	190815.0	524.0	1380.0
188	191819.0	524.0	1350.0
189	192824.0	523.0	1380.0
190	193828.0	521.0	1380.0
191	194832.0	523.0	1350.0
192	195836.0	522.0	1380.0
193	196841.0	523.0	1350.0
194	197846.0	523.0	1380.0
195	198849.0	524.0	1350.0
196	199854.0	522.0	1380.0
197	200858.0	522.0	1380.0
198	201862.0	522.0	1350.0
199	202866.0	522.0	1380.0
200	203871.0	524.0	1350.0
201	204875.0	522.0	1380.0
202	205879.0	522.0	1380.0
203	206883.0	523.0	1350.0
204	207888.0	522.0	1380.0
205	208892.0	523.0	1350.0
206	209896.0	523.0	1380.0
207	210900.0	521.0	1380.0
208	211905.0	522.0	1350.0
209	212909.0	516.0	1380.0
210	213913.0	524.0	1350.0
211	214918.0	521.0	1380.0
212	215922.0	524.0	1350.0
213	216926.0	519.0	1380.0
214	217930.0	523.0	1350.0
215	218935.0	521.0	1380.0
216	219939.0	521.0	1380.0
217	220943.0	524.0	1350.0
218	221947.0	523.0	1380.0
219	222952.0	522.0	1350.0
220	223955.0	524.0	1380.0
221	224960.0	522.0	1350.0
222	225965.0	523.0	1380.0
223	226969.0	523.0	1350.0
224	227973.0	522.0	1380.0
225	228977.0	523.0	1350.0
226	229982.0	521.0	1380.0
227	230986.0	519.0	1350.0
228	231990.0	527.0	1380.0
229	232994.0	524.0	1350.0
230	233999.0	523.0	1350.0
231	235003.0	524.0	1380.0
232	236007.0	524.0	1350.0
233	237011.0	519.0	1380.0
234	238016.0	521.0	1350.0
235	239021.0	523.0	1380.0
236	240024.0	522.0	1350.0
237	241029.0	525.0	1380.0
238	242033.0	525.0	1350.0
239	243037.0	521.0	1380.0
240	244041.0	522.0	1350.0
241	245046.0	524.0	1380.0
242	246050.0	524.0	1350.0
243	247054.0	522.0	1380.0
244	248058.0	521.0	1380.0
245	249063.0	523.0	1350.0
246	250067.0	523.0	1380.0
247	251071.0	523.0	1350.0
248	252076.0	542.0	1380.0
249	253080.0	523.0	1350.0
250	254085.0	524.0	1380.0
251	255088.0	524.0	1350.0
252	256093.0	526.0	1380.0
253	257097.0	525.0	1350.0
254	258102.0	525.0	1380.0
255	259105.0	523.0	1350.0
256	260110.0	527.0	1380.0
257	261114.0	523.0	1350.0
258	262118.0	523.0	1380.0
259	263122.0	536.0	1350.0
260	264127.0	523.0	1380.0
261	265132.0	525.0	1350.0
262	266136.0	523.0	1350.0
263	267140.0	523.0	1380.0
264	268144.0	524.0	1350.0
265	269149.0	524.0	1380.0
266	270152.0	527.0	1350.0
267	271157.0	521.0	1350.0
268	272161.0	526.0	1380.0
269	273166.0	526.0	1350.0
270	274169.0	521.0	1380.0
271	275171.0	526.0	1350.0
272	276175.0	522.0	1350.0
273	277179.0	523.0	1380.0
274	278183.0	523.0	1350.0
275	279188.0	523.0	1380.0
276	280193.0	526.0	1350.0
277	281196.0	526.0	1380.0
278	282201.0	524.0	1350.0
279	283205.0	524.0	1380.0
280	284210.0	524.0	1350.0
281	285213.0	527.0	1350.0
282	286218.0	524.0	1380.0
283	287222.0	527.0	1350.0
284	288227.0	522.0	1380.0
285	289230.0	525.0	1350.0
286	290235.0	522.0	1350.0
287	291239.0	521.0	1380.0
288	292244.0	522.0	1350.0
289	293248.0	546.0	1380.0
290	294252.0	525.0	1350.0
291	295257.0	525.0	1350.0
292	296261.0	525.0	1380.0
293	297265.0	524.0	1380.0
294	298269.0	524.0	1350.0
295	299274.0	536.0	1380.0
296	300278.0	523.0	1350.0
297	301282.0	525.0	1380.0
298	302286.0	527.0	1350.0
299	303291.0	526.0	1380.0
300	304295.0	527.0	1350.0
