3.020000000000000000e+03;2.689000000000000057e+01;9.900000000000000000e+02
4.023000000000000000e+03;2.696999999999999886e+01;9.000000000000000000e+02
5.026000000000000000e+03;2.696999999999999886e+01;8.400000000000000000e+02
6.029000000000000000e+03;2.696999999999999886e+01;7.800000000000000000e+02
7.032000000000000000e+03;2.696999999999999886e+01;8.100000000000000000e+02
8.035000000000000000e+03;2.712000000000000099e+01;7.800000000000000000e+02
9.038000000000000000e+03;2.712000000000000099e+01;7.500000000000000000e+02
1.004200000000000000e+04;2.712000000000000099e+01;7.800000000000000000e+02
1.104400000000000000e+04;2.712000000000000099e+01;7.500000000000000000e+02
1.204800000000000000e+04;2.719000000000000128e+01;7.800000000000000000e+02
1.305100000000000000e+04;2.712000000000000099e+01;7.500000000000000000e+02
1.405400000000000000e+04;2.712000000000000099e+01;7.800000000000000000e+02
1.505700000000000000e+04;2.726999999999999957e+01;7.500000000000000000e+02
1.606100000000000000e+04;2.726999999999999957e+01;7.500000000000000000e+02
1.706300000000000000e+04;2.712000000000000099e+01;7.800000000000000000e+02
1.806700000000000000e+04;2.733999999999999986e+01;7.500000000000000000e+02
1.907000000000000000e+04;2.742000000000000171e+01;7.800000000000000000e+02
2.007400000000000000e+04;2.733999999999999986e+01;7.500000000000000000e+02
2.107600000000000000e+04;2.742000000000000171e+01;7.800000000000000000e+02
2.208000000000000000e+04;2.742000000000000171e+01;7.500000000000000000e+02
2.308400000000000000e+04;2.742000000000000171e+01;7.500000000000000000e+02
2.408600000000000000e+04;2.742000000000000171e+01;7.800000000000000000e+02
2.509000000000000000e+04;2.748999999999999844e+01;7.500000000000000000e+02
2.609300000000000000e+04;2.748999999999999844e+01;7.500000000000000000e+02
2.709600000000000000e+04;2.748999999999999844e+01;7.800000000000000000e+02
2.809900000000000000e+04;2.748999999999999844e+01;7.500000000000000000e+02
2.910300000000000000e+04;2.757000000000000028e+01;7.500000000000000000e+02
3.010500000000000000e+04;2.757000000000000028e+01;7.800000000000000000e+02
3.110900000000000000e+04;2.742000000000000171e+01;7.500000000000000000e+02
3.211200000000000000e+04;2.757000000000000028e+01;7.500000000000000000e+02
3.311500000000000000e+04;2.757000000000000028e+01;7.800000000000000000e+02
3.411800000000000000e+04;2.757000000000000028e+01;7.500000000000000000e+02
3.512200000000000000e+04;2.757000000000000028e+01;7.500000000000000000e+02
3.612500000000000000e+04;2.742000000000000171e+01;7.800000000000000000e+02
3.712800000000000000e+04;2.757000000000000028e+01;7.500000000000000000e+02
3.813100000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
3.913500000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
4.013700000000000000e+04;2.764000000000000057e+01;7.800000000000000000e+02
4.114100000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
4.214400000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
4.314800000000000000e+04;2.764000000000000057e+01;7.800000000000000000e+02
4.415000000000000000e+04;2.771999999999999886e+01;7.500000000000000000e+02
4.515400000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
4.615700000000000000e+04;2.748999999999999844e+01;7.800000000000000000e+02
4.716000000000000000e+04;2.771999999999999886e+01;7.500000000000000000e+02
4.816300000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
4.916700000000000000e+04;2.771999999999999886e+01;7.800000000000000000e+02
5.016900000000000000e+04;2.748999999999999844e+01;7.500000000000000000e+02
5.117300000000000000e+04;2.771999999999999886e+01;7.500000000000000000e+02
5.217600000000000000e+04;2.771999999999999886e+01;7.800000000000000000e+02
5.318000000000000000e+04;2.771999999999999886e+01;7.500000000000000000e+02
5.418200000000000000e+04;2.771999999999999886e+01;7.500000000000000000e+02
5.518600000000000000e+04;2.764000000000000057e+01;7.800000000000000000e+02
5.618900000000000000e+04;2.771999999999999886e+01;7.500000000000000000e+02
5.719200000000000000e+04;2.771999999999999886e+01;7.500000000000000000e+02
5.819500000000000000e+04;2.771999999999999886e+01;7.800000000000000000e+02
5.919900000000000000e+04;2.771999999999999886e+01;7.500000000000000000e+02
6.020100000000000000e+04;2.757000000000000028e+01;7.800000000000000000e+02
6.120500000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
6.220900000000000000e+04;2.771999999999999886e+01;7.500000000000000000e+02
6.321100000000000000e+04;2.771999999999999886e+01;7.800000000000000000e+02
6.421500000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
6.521800000000000000e+04;2.764000000000000057e+01;7.800000000000000000e+02
6.622200000000000000e+04;2.757000000000000028e+01;7.500000000000000000e+02
6.722400000000000000e+04;2.757000000000000028e+01;7.800000000000000000e+02
6.822800000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
6.923100000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
7.023400000000000000e+04;2.757000000000000028e+01;7.800000000000000000e+02
7.123700000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
7.224100000000000000e+04;2.748999999999999844e+01;7.800000000000000000e+02
7.324300000000000000e+04;2.757000000000000028e+01;7.500000000000000000e+02
7.424700000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
7.525000000000000000e+04;2.764000000000000057e+01;7.800000000000000000e+02
7.625300000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
7.725600000000000000e+04;2.764000000000000057e+01;7.800000000000000000e+02
7.826000000000000000e+04;2.757000000000000028e+01;7.500000000000000000e+02
7.926300000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
8.026600000000000000e+04;2.764000000000000057e+01;7.800000000000000000e+02
8.126900000000000000e+04;2.719000000000000128e+01;7.500000000000000000e+02
8.227300000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
8.327500000000000000e+04;2.742000000000000171e+01;7.800000000000000000e+02
8.427900000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
8.528200000000000000e+04;2.771999999999999886e+01;7.500000000000000000e+02
8.628500000000000000e+04;2.733999999999999986e+01;7.800000000000000000e+02
8.728800000000000000e+04;2.771999999999999886e+01;7.500000000000000000e+02
8.829200000000000000e+04;2.757000000000000028e+01;7.500000000000000000e+02
8.929500000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
9.029800000000000000e+04;2.757000000000000028e+01;7.800000000000000000e+02
9.130100000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
9.230500000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
9.330700000000000000e+04;2.757000000000000028e+01;7.800000000000000000e+02
9.431100000000000000e+04;2.757000000000000028e+01;7.500000000000000000e+02
9.531400000000000000e+04;2.764000000000000057e+01;7.800000000000000000e+02
9.631700000000000000e+04;2.764000000000000057e+01;7.500000000000000000e+02
9.732000000000000000e+04;2.771999999999999886e+01;7.500000000000000000e+02
9.832400000000000000e+04;2.764000000000000057e+01;7.800000000000000000e+02
9.932800000000000000e+04;2.757000000000000028e+01;7.500000000000000000e+02
1.003300000000000000e+05;2.742000000000000171e+01;7.800000000000000000e+02
1.013340000000000000e+05;2.733999999999999986e+01;7.500000000000000000e+02
1.023370000000000000e+05;2.757000000000000028e+01;7.500000000000000000e+02
1.033400000000000000e+05;2.757000000000000028e+01;7.800000000000000000e+02
1.043430000000000000e+05;2.771999999999999886e+01;7.500000000000000000e+02
1.053470000000000000e+05;2.780000000000000071e+01;7.800000000000000000e+02
1.063500000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.073530000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.083560000000000000e+05;2.757000000000000028e+01;7.800000000000000000e+02
1.093600000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.103630000000000000e+05;2.764000000000000057e+01;7.800000000000000000e+02
1.113660000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.123690000000000000e+05;2.771999999999999886e+01;7.500000000000000000e+02
1.133730000000000000e+05;2.771999999999999886e+01;7.800000000000000000e+02
1.143760000000000000e+05;2.771999999999999886e+01;7.500000000000000000e+02
1.153790000000000000e+05;2.757000000000000028e+01;7.800000000000000000e+02
1.163820000000000000e+05;2.771999999999999886e+01;7.500000000000000000e+02
1.173860000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.183880000000000000e+05;2.764000000000000057e+01;7.800000000000000000e+02
1.193920000000000000e+05;2.757000000000000028e+01;7.500000000000000000e+02
1.203950000000000000e+05;2.771999999999999886e+01;7.500000000000000000e+02
1.213990000000000000e+05;2.764000000000000057e+01;7.800000000000000000e+02
1.224010000000000000e+05;2.771999999999999886e+01;7.500000000000000000e+02
1.234050000000000000e+05;2.771999999999999886e+01;7.800000000000000000e+02
1.244080000000000000e+05;2.742000000000000171e+01;7.500000000000000000e+02
1.254120000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.264140000000000000e+05;2.771999999999999886e+01;7.800000000000000000e+02
1.274180000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.284210000000000000e+05;2.771999999999999886e+01;7.500000000000000000e+02
1.294250000000000000e+05;2.764000000000000057e+01;7.800000000000000000e+02
1.304270000000000000e+05;2.771999999999999886e+01;7.500000000000000000e+02
1.314310000000000000e+05;2.764000000000000057e+01;7.800000000000000000e+02
1.324340000000000000e+05;2.771999999999999886e+01;7.500000000000000000e+02
1.334380000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.344400000000000000e+05;2.771999999999999886e+01;7.800000000000000000e+02
1.354440000000000000e+05;2.771999999999999886e+01;7.500000000000000000e+02
1.364480000000000000e+05;2.771999999999999886e+01;7.500000000000000000e+02
1.374510000000000000e+05;2.780000000000000071e+01;7.800000000000000000e+02
1.384540000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.394570000000000000e+05;2.771999999999999886e+01;7.800000000000000000e+02
1.404610000000000000e+05;2.757000000000000028e+01;7.500000000000000000e+02
1.414630000000000000e+05;2.757000000000000028e+01;7.800000000000000000e+02
1.424670000000000000e+05;2.771999999999999886e+01;7.500000000000000000e+02
1.434700000000000000e+05;2.748999999999999844e+01;7.800000000000000000e+02
1.444740000000000000e+05;2.748999999999999844e+01;7.500000000000000000e+02
1.454770000000000000e+05;2.771999999999999886e+01;7.500000000000000000e+02
1.464800000000000000e+05;2.764000000000000057e+01;7.800000000000000000e+02
1.474830000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.484870000000000000e+05;2.764000000000000057e+01;7.800000000000000000e+02
1.494890000000000000e+05;2.757000000000000028e+01;7.500000000000000000e+02
1.504930000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.514960000000000000e+05;2.757000000000000028e+01;7.800000000000000000e+02
1.525000000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.535020000000000000e+05;2.757000000000000028e+01;7.800000000000000000e+02
1.545060000000000000e+05;2.757000000000000028e+01;7.500000000000000000e+02
1.555090000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.565130000000000000e+05;2.748999999999999844e+01;7.800000000000000000e+02
1.575150000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.585190000000000000e+05;2.757000000000000028e+01;7.800000000000000000e+02
1.595220000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.605260000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.615280000000000000e+05;2.764000000000000057e+01;7.800000000000000000e+02
1.625320000000000000e+05;2.771999999999999886e+01;7.500000000000000000e+02
1.635350000000000000e+05;2.748999999999999844e+01;7.800000000000000000e+02
1.645390000000000000e+05;2.764000000000000057e+01;7.500000000000000000e+02
1.655410000000000000e+05;2.748999999999999844e+01;7.500000000000000000e+02
