1.200000000000000000e+01;2.553000000000000114e+01
5.290000000000000000e+02;2.569000000000000128e+01
1.046000000000000000e+03;2.585999999999999943e+01
1.563000000000000000e+03;2.601999999999999957e+01
2.080000000000000000e+03;2.610000000000000142e+01
2.597000000000000000e+03;2.626999999999999957e+01
3.116000000000000000e+03;2.642999999999999972e+01
3.633000000000000000e+03;2.658999999999999986e+01
4.150000000000000000e+03;2.667999999999999972e+01
4.667000000000000000e+03;2.683999999999999986e+01
5.184000000000000000e+03;2.701000000000000156e+01
5.701000000000000000e+03;2.717000000000000171e+01
6.218000000000000000e+03;2.733999999999999986e+01
6.735000000000000000e+03;2.742000000000000171e+01
7.254000000000000000e+03;2.758999999999999986e+01
7.771000000000000000e+03;2.767000000000000171e+01
8.288000000000000000e+03;2.783999999999999986e+01
8.805000000000000000e+03;2.792000000000000171e+01
9.322000000000000000e+03;2.808999999999999986e+01
9.839000000000000000e+03;2.817000000000000171e+01
1.035600000000000000e+04;2.825000000000000000e+01
1.087300000000000000e+04;2.842000000000000171e+01
1.139200000000000000e+04;2.858999999999999986e+01
1.190900000000000000e+04;2.867000000000000171e+01
1.242600000000000000e+04;2.876000000000000156e+01
1.294300000000000000e+04;2.883999999999999986e+01
1.346000000000000000e+04;2.892000000000000171e+01
1.397700000000000000e+04;2.908999999999999986e+01
1.449400000000000000e+04;2.917999999999999972e+01
1.501200000000000000e+04;2.926000000000000156e+01
1.552900000000000000e+04;2.935000000000000142e+01
1.604700000000000000e+04;2.942999999999999972e+01
1.656400000000000000e+04;2.951999999999999957e+01
1.708100000000000000e+04;2.960000000000000142e+01
1.759800000000000000e+04;2.969000000000000128e+01
1.811500000000000000e+04;2.976999999999999957e+01
1.863300000000000000e+04;2.985999999999999943e+01
1.915000000000000000e+04;2.994000000000000128e+01
1.966700000000000000e+04;3.003000000000000114e+01
2.018500000000000000e+04;3.010999999999999943e+01
2.070200000000000000e+04;3.019999999999999929e+01
2.121900000000000000e+04;3.028000000000000114e+01
2.173600000000000000e+04;3.037000000000000099e+01
2.225400000000000000e+04;3.044999999999999929e+01
2.277100000000000000e+04;3.053999999999999915e+01
2.328800000000000000e+04;3.062000000000000099e+01
2.380500000000000000e+04;3.062000000000000099e+01
2.432300000000000000e+04;3.080000000000000071e+01
2.484000000000000000e+04;3.080000000000000071e+01
2.535800000000000000e+04;3.087999999999999901e+01
2.587500000000000000e+04;3.096999999999999886e+01
2.639200000000000000e+04;3.105999999999999872e+01
2.690900000000000000e+04;3.105999999999999872e+01
2.742600000000000000e+04;3.105999999999999872e+01
2.794300000000000000e+04;3.114000000000000057e+01
2.846100000000000000e+04;3.123000000000000043e+01
2.897900000000000000e+04;3.130999999999999872e+01
2.949600000000000000e+04;3.130999999999999872e+01
3.001300000000000000e+04;3.139999999999999858e+01
3.053000000000000000e+04;3.139999999999999858e+01
3.104700000000000000e+04;3.139999999999999858e+01
