1.200000000000000000e+01;2.414999999999999858e+01
5.290000000000000000e+02;2.414999999999999858e+01
1.046000000000000000e+03;2.414999999999999858e+01
1.563000000000000000e+03;2.407000000000000028e+01
2.080000000000000000e+03;2.407000000000000028e+01
2.597000000000000000e+03;2.414999999999999858e+01
3.115000000000000000e+03;2.407000000000000028e+01
3.633000000000000000e+03;2.407000000000000028e+01
4.150000000000000000e+03;2.407000000000000028e+01
4.667000000000000000e+03;2.407000000000000028e+01
5.184000000000000000e+03;2.407000000000000028e+01
5.701000000000000000e+03;2.407000000000000028e+01
6.218000000000000000e+03;2.407000000000000028e+01
6.735000000000000000e+03;2.407000000000000028e+01
7.252000000000000000e+03;2.398999999999999844e+01
7.770000000000000000e+03;2.407000000000000028e+01
8.287000000000000000e+03;2.398999999999999844e+01
8.805000000000000000e+03;2.398999999999999844e+01
9.322000000000000000e+03;2.407000000000000028e+01
9.839000000000000000e+03;2.398999999999999844e+01
1.035600000000000000e+04;2.398999999999999844e+01
1.087300000000000000e+04;2.407000000000000028e+01
1.139000000000000000e+04;2.398999999999999844e+01
1.190800000000000000e+04;2.398999999999999844e+01
1.242600000000000000e+04;2.398999999999999844e+01
1.294300000000000000e+04;2.398999999999999844e+01
1.346000000000000000e+04;2.407000000000000028e+01
1.397700000000000000e+04;2.414999999999999858e+01
1.449400000000000000e+04;2.430999999999999872e+01
1.501100000000000000e+04;2.439000000000000057e+01
1.552800000000000000e+04;2.446999999999999886e+01
1.604700000000000000e+04;2.462999999999999901e+01
1.656400000000000000e+04;2.471999999999999886e+01
1.708100000000000000e+04;2.487999999999999901e+01
1.759800000000000000e+04;2.503999999999999915e+01
1.811500000000000000e+04;2.512000000000000099e+01
1.863200000000000000e+04;2.528000000000000114e+01
1.915000000000000000e+04;2.544999999999999929e+01
1.966700000000000000e+04;2.560999999999999943e+01
2.018500000000000000e+04;2.576999999999999957e+01
2.070200000000000000e+04;2.594000000000000128e+01
2.121900000000000000e+04;2.601999999999999957e+01
2.173600000000000000e+04;2.626999999999999957e+01
2.225400000000000000e+04;2.635000000000000142e+01
2.277100000000000000e+04;2.651000000000000156e+01
2.328800000000000000e+04;2.667999999999999972e+01
2.380500000000000000e+04;2.683999999999999986e+01
2.432300000000000000e+04;2.692000000000000171e+01
2.484000000000000000e+04;2.717000000000000171e+01
2.535800000000000000e+04;2.725000000000000000e+01
2.587500000000000000e+04;2.742000000000000171e+01
2.639200000000000000e+04;2.758999999999999986e+01
2.690900000000000000e+04;2.775000000000000000e+01
2.742600000000000000e+04;2.792000000000000171e+01
2.794300000000000000e+04;2.800000000000000000e+01
2.846100000000000000e+04;2.817000000000000171e+01
2.897900000000000000e+04;2.833999999999999986e+01
2.949600000000000000e+04;2.842000000000000171e+01
3.001300000000000000e+04;2.858999999999999986e+01
3.053000000000000000e+04;2.883999999999999986e+01
3.104700000000000000e+04;2.883999999999999986e+01
3.156400000000000000e+04;2.901000000000000156e+01
3.208100000000000000e+04;2.892000000000000171e+01
3.260000000000000000e+04;2.908999999999999986e+01
3.311700000000000000e+04;2.926000000000000156e+01
3.363400000000000000e+04;2.917999999999999972e+01
3.415100000000000000e+04;2.926000000000000156e+01
3.466800000000000000e+04;2.908999999999999986e+01
3.518500000000000000e+04;2.892000000000000171e+01
