2.515000000000000000e+03;3.679999999999999716e+01;0.000000000000000000e+00;0.000000000000000000e+00
3.016000000000000000e+03;3.679999999999999716e+01;0.000000000000000000e+00;0.000000000000000000e+00
3.518000000000000000e+03;3.679999999999999716e+01;0.000000000000000000e+00;0.000000000000000000e+00
4.020000000000000000e+03;3.679999999999999716e+01;0.000000000000000000e+00;0.000000000000000000e+00
4.525000000000000000e+03;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
5.029000000000000000e+03;3.679999999999999716e+01;0.000000000000000000e+00;0.000000000000000000e+00
5.531000000000000000e+03;3.679999999999999716e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.033000000000000000e+03;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.535000000000000000e+03;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
7.040000000000000000e+03;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
7.544000000000000000e+03;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
8.046000000000000000e+03;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
8.548000000000000000e+03;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
9.053000000000000000e+03;3.679999999999999716e+01;0.000000000000000000e+00;0.000000000000000000e+00
9.558000000000000000e+03;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.006200000000000000e+04;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.056400000000000000e+04;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.106600000000000000e+04;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.156800000000000000e+04;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.207200000000000000e+04;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.257400000000000000e+04;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.307600000000000000e+04;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.357800000000000000e+04;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.408300000000000000e+04;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.458700000000000000e+04;3.663000000000000256e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.508900000000000000e+04;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.559100000000000000e+04;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.609300000000000000e+04;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.659800000000000000e+04;3.663000000000000256e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.710200000000000000e+04;3.671000000000000085e+01;0.000000000000000000e+00;0.000000000000000000e+00
